Insurance Company,Product,Age,Premiums,Insurance Policy fees and provisions,Payments,Benefits,Riders benifits,Product info,Face Amounts,More info,Underwriting classes and process,Description
LAFAYETTE LIFE INSURANCE COMPANY,"Accelerated Death Benefit Plus Rider (ICC16 LLR-08 1601)
Not For Use in CA","ISSUE AGES=
0-85 for Standard underwriting classes, 18-80 for Preferred underwriting classes;",,,"PAYMENT OF THE ADVANCE=
All three qualifying events allow an advance in the form of a lump-sum payment.3 If a Chronic Illness advance is taken, the owner has the flexibility to choose between a lump-sum payment or receive periodic payments, subject to eligibility and availability as defined by the state of issue.
Selecting the periodic payment option allows the owner to select the length of time, from 3-10 years, to receive an advance in periodic payments. No more than one election can be made for each type of qualifying event. If more than one qualifying event occurs simultaneously, we will use the qualifying event with the highest maximum advance amount to determine the available lump-sum payment.
Once the owner begins taking either lump-sum advances or periodic payments, the owner cannot change between them. A periodic payment amount cannot be increased or decreased (other than to stop payments). If periodic payments are discontinued, they may not later be resumed. The
owner may not choose to stop the periodic payments and then take a lump sum.
If an advance under this rider is requested while a policy loan is outstanding, we will first apply the advance to the repayment of the loan.;","RESIDUAL DEATH BENEFIT=Provided the policy?s Death Benefit is $75,000 or greater at the time of the first advance for the last qualifying event under the Accelerated Death Benefit PLUS Rider, the Death Benefit payable will not be reduced below $10,000. However, any outstanding policy loans will reduce the Residual Death Benefit on a dollar-for-dollar basis.;
METHOD OF THE ADVANCE=
Advances under the Accelerated Death Benefit PLUS Rider are secured by a lien against the Death Benefit of the policy. The lien will accrue interest each year. The rate of interest on the lien will depend on the net cash value of the policy. The lien will be increased, if necessary, to keep the policy
in effect. This includes increasing the lien to pay unpaid premiums, starting with the first month an advance is taken. Any premiums received will first be used to repay the lien. Upon the death of the insured, the Death Benefit will be reduced by the amount of the lien, including interest.
Lien Interest Rate:
For the portion of the outstanding lien that is less than or equal to the Net Cash Value of the policy, the Lien Interest Rate will be the lesser of:
(a)	The Loan Interest Rate then in effect under
the policy; or
(b)	8%
For any amount of the outstanding lien in excess of the Net Cash Value, the Lien Interest Rate will be the rate shown in (b) above.
Lien interest is due and payable in arrears on the next Annual Date and on each Annual Date
thereafter. The Lien Interest Rates vary depending on the amount of the outstanding lien.;","RIDER COMPATABILITY-The Accelerated Death Benefit PLUS Rider is available in combination with all other riders. Premiums for the Level Premium Paid-Up Additions Rider (ICC19 LLR-15 1901) and Fixed Premium Paid-Up Additions Rider (ICC19 LLR-17 1901) will no longer be allowed after an advance is taken under the Accelerated Death Benefit PLUS Rider;
RIDER EXPENSES=There is no premium cost for the Accelerated Death Benefit PLUS Rider. We reserve the right to charge an administrative fee up to $250 per advance;","DIVIDENDS=This rider does not affect how dividends are calculated; however, policy dividends paid, if any, will be first used to repay any outstanding lien created by an advance.;",,,"UNDERWRITING CLASSES=
The insured must meet both the age / rate class and Chronic Illness underwriting standards to qualify.
Underwriting will screen medical histories involving recurrent or progressive conditions associated with limitations in daily functioning. Insureds who do not meet the Chronic Illness underwriting standards will receive the terminal illness Accelerated Death
Benefit Rider (ICC16 LLR-07 1601), subject to state availability. The Accelerated Death Benefit PLUS Rider is not available for substandard classes.;","The Accelerated Death Benefit PLUS Rider (ICC16 LLR-08 1601) offers the policy owner access to
a portion of the Death Benefit of the policy in the form of an advance if the insured is diagnosed with a qualifying medical event or condition. This rider is automatically included on all new Lafayette Life Whole Life insurance policies, subject to age, rate class, and underwriting approval."
LAFAYETTE LIFE INSURANCE COMPANY,"
Accelerated Death Benefit Plus Rider (ICC16 LLR-08 1601 CA)
For Use in CA Only",ISSUE AGES=0-85 for Standard underwriting classes 18-80 for Preferred underwriting classes;,,,"PAYMENT OF THE ADVANCE=All three qualifying events allow an advance in the form of a lump-sum payment.3 If a Chronic Illness advance is taken, the owner has the flexibility to choose between a lump-sum payment or receive periodic payments, subject to eligibility and availability as defined by the state of issue.
Selecting the periodic payment option allows the owner to select the length of time, from 1l-10 years, to receive an advance in periodic payments. No more than one election can be made for each type of qualifying event. If more than one qualifying event occurs simultaneously, we will use the qualifying event with the highest maximum advance amount to determine the available lump-sum payment.
Once the owner begins taking either lump-sum advances or periodic payments, the owner cannot change between them. A periodic payment amount cannot be increased or decreased (other than to stop payments). If periodic payments are discontinued, they may not later be resumed. The
owner may not choose to stop the periodic payments and then take a lump sum.
If an advance under this rider is requested while a policy loan is outstanding, we will first apply the advance to the repayment of the loan.;","AVAILABILITY OF BENEFITS=Benefits are available when the insured experiences
a qualifying event or illness.;
RESIDUAL DEATH BENEFIT=Provided the policy?s Death Benefit is $75,000 or greater at the time of the first advance for the last qualifying event under the Accelerated Death Benefit PLUS Rider, the Death Benefit payable will not be reduced below $10,000. However, any outstanding policy loans will reduce the Residual Death Benefit on a dollar-for-dollar basis.;
METHOD OF THE ADVANCE:
Advances under the Accelerated Death Benefit PLUS Rider are secured by a lien against the Death Benefit of the policy. The lien will accrue interest each year. The rate of interest on the lien will depend on the net cash value of the policy. The lien will be increased, if necessary, to keep the policy
in effect. This includes increasing the lien to pay unpaid premiums, starting with the first month an advance is taken. Any premiums received will first be used to repay the lien. Upon the death of the insured, the Death Benefit will be reduced by the amount of the lien, including interest.
Lien Interest Rate:
For the portion of the outstanding lien that is less than or equal to the Net Cash Value of the policy, the Lien Interest Rate will be the lesser of:
(a)	The Loan Interest Rate then in effect under
the policy; or
(b)	8%
For any amount of the outstanding lien in excess of the Net Cash Value, the Lien Interest Rate will be the rate shown in (b) above.
Lien interest is due and payable in arrears on the next Annual Date and on each Annual Date
thereafter. The Lien Interest Rates vary depending on the amount of the outstanding lien.;
 ","RIDER COMPATABILITY=The Accelerated Death Benefit PLUS Rider is available in combination with all other riders. Premiums for the Level Premium Paid-Up Additions Rider (ICC19 LLR-15 1901) and Fixed Premium Paid-Up Additions Rider (ICC19 LLR-17 1901) will no longer be allowed after an advance is taken under the Accelerated Death Benefit PLUS Rider.;
RIDER EXPENSES=There is no premium cost for the Accelerated Death Benefit PLUS Rider. We reserve the right to charge an administrative fee up to $250 per advance.;","DIVIDENDS=This rider does not affect how dividends are calculated; however, policy dividends paid, if any, will be first used to repay any outstanding lien created by an advance.;",,,"UNDERWRITING CLASSES=
The insured must meet both the age / rate class and Chronic Illness underwriting standards to qualify.
Underwriting will screen medical histories involving recurrent or progressive conditions associated with limitations in daily functioning. Insureds who do not meet the Chronic Illness underwriting standards will receive the terminal illness Accelerated Death
Benefit Rider (ICC16 LLR-07 1601), subject to state availability. The Accelerated Death Benefit PLUS Rider is not available for substandard classes.;","The Accelerated Death Benefit PLUS Rider (ICC16 LLR-08 1601 CA) offers the policy owner access
to a portion of the Death Benefit of the policy in the form of an advance if the insured is diagnosed with a qualifying medical event. This rider is automatically included on all new Lafayette Life Whole Life insurance policies, subject to age, rate class, and underwriting approval."
LAFAYETTE LIFE INSURANCE COMPANY,Accelerated Death Benefit Rider (ICC16 LLR-07 1601),ISSUE AGES=0-85 for Standard underwriting classes 18-80 for Preferred underwriting classes;,,,"PAYMENT OF THE ADVANCE=
A qualifying event allows an advance in the form of a lump-sum payment.1 The lump sum maximum advance amount2 available is equal to the policy?s Net Cash Value plus the lesser of (a) $250,000 or
(b)	60% of the difference between the Death Benefit Benefit and the Net Cash Value.
Minimum Advance Amount: $500
If an advance under this rider is requested while a policy loan is outstanding, we will first apply the advance to the repayment of the loan.;","AVAILABILITY OF BENEFITS=Benefits are available when the insured experiences
a qualifying illness.;
RESIDUAL DEATH BENEFIT=
Provided the policy?s Death Benefit is $75,000
or greater at the time of the advance under the Accelerated Death Benefit Rider, the Death Benefit payable will not be reduced below $10,000.
However, any outstanding policy loans will reduce the Residual Death Benefit on a dollar-for-dollar basis.;
METHOD OF THE ADVANCE=
Advances under the Accelerated Death Benefit Rider are secured by a lien against the Death Benefit of the policy. The lien will accrue interest each year.
The rate of interest on the lien will depend on the net cash value of the policy. The lien will be increased, if necessary, to keep the policy in effect. This includes increasing the lien to pay unpaid premiums, starting with the first month an advance is taken.
Any premiums received will first be used to repay the lien. Upon the death of the insured, the Death Benefit will be reduced by the amount of the lien, including interest.
Lien Interest Rate:
For the portion of the outstanding lien that is less than or equal to the Net Cash Value of the policy, the Lien Interest Rate will be the lesser of:
(a)	The Loan Interest Rate then in effect under
the policy; or
(b)	8%
For any amount of the outstanding lien in excess of the Net Cash Value, the Lien Interest Rate will be the rate shown in (b) above.
Lien interest is due and payable in arrears on the next Annual Date and on each Annual Date
thereafter. The Lien Interest Rates vary depending on the amount of the outstanding lien.;","RIDER COMPATABILITY=
The Accelerated Death Benefit Rider is available
in combination with all other riders. Premiums for the Level Premium Paid-Up Additions Rider (ICC19 LLR-15 1901) and Fixed Premium Paid-Up Additions Rider (ICC19 LLR-17 1901) will no longer be allowed after an advance is taken under the Accelerated Death Benefit Rider.;
RIDER EXPENSES=
There is no premium cost for the Accelerated Death Benefit Rider. We reserve the right to charge an administrative fee up to $250 per advance.;","DIVIDENDS=
This rider does not affect how dividends1 are calculated; however, policy dividends paid, if any, will be first used to repay any outstanding lien created by an advance;",,,,The Accelerated Death Benefit Rider (ICC16 LLR- 07 1601) offers the policy owner access to a portion of the Death Benefit of the policy in the form of an advance if the insured is diagnosed as having a Terminal Illness. This rider is automatically included on all new Lafayette Life Whole Life insurance policies that do not qualify for the Accelerated Death Benefit Plus Rider (ICC16 LLR-08 1601).
LAFAYETTE LIFE INSURANCE COMPANY,"Accelerated Benefit Rider (ABR-92)
Term Products Only",ISSUE AGES = 0 through 75;,PREMIUMS AND QDF = None;,,,"LIVING BENEFIT =Amount payable under the ABR while the Insured is still living, but suffering a Terminal Illness. It is computed by discounting or reducing the Eligible Proceeds that are exchanged.
The discount computation depends on life expectancy of Insureds with a Terminal Illness and interest rates at time of election. The computation also considers other things
-future premiums, future dividends, a processing charge, etc.
The processing charge is currently $250 for the first policy and $100 for each additional policy. It will never exceed 3% of the Living Benefit.;",,"PLANS ON WHICH AVAILABLE = The ABR is available on new and existing traditional life and level term policies still in their conversion period.;
SUBSTANDARD = The ABR is available on substandard policies.;
","MINIMUM POLICY SIZE - The ABR can only be attached to policies with a face amount of at least $25,000.","EXCHANGE AMOUNT RULES = At least $25,000 of Eligible Proceeds must be exchanged at one time. Eligible Proceeds that remain after an exchange must be at least $10,000. Total Eligible Proceeds exchanged under all policies on the Insured may not exceed $250,000.;",,"The Accelerated Benefit Rider for traditional life (ABR) enables the Owner to advance the policy?s death benefit while the Insured is still alive, but expected to die in 12 months or less."
LAFAYETTE LIFE INSURANCE COMPANY,Premium Deposit Fund Max (PDF Max) (ICC19 LLR-19 1901),ISSUE AGES = 0-85;,"PREMIUMS = The minimum single premium for this rider is 3 times the annual premium of the base policy and any attached rider and the maximum single premium is 10 times the annual premium of the base policy and any attached rider, adjusted by the Premium Discount Factor. Annual premium is defined as the annual premium for the base policy and attached riders (excluding LPUA and FPUA), plus the LPUA maximum annual premium and FPUA fixed annual premium. Section 1035 amounts cannot be accepted by the PDF Max.;",,,WITHDRAWALS = No partial withdrawals may be made from the PDF Max. Only a complete withdrawal of the value from the PDF Max is permitted;,"RIDER BALANCE = The balance of the PDF Max at issue is equal to the amount of premium paid into the PDF Max. The balance is reduced each time an unpaid premium is removed from and applied to the Policy.
The balance of the PDF Max at any given time is equal to:
the Single Premium paid into the PDF Max at issue, minus
the sum of all amounts removed from the PDF Max and applied to the Policy.
The balance of the PDF Max is limited by state regulation and may never exceed the Maximum Balance as shown on the Rider Data Page. If the balance ever exceeds the limit, we will refund the excess to the client.;
RIDER TERMINATION =PDF Max will terminate when:
the client requests the rider be terminated,
the PDF Max balance equals zero,
the policy is being covered under disability waiver,
the client takes advantage of the ADBR+ rider,
the total premium paid under the Policy exceeds life
insurance tax qualification limits,
the Policy becomes a Modified Endowment Contract
under federal tax laws,
the Policy becomes fully paid-up due to payment of the
final premium,
the client takes advantage of a non-forfeiture option like extended term or reduce aid-up,
the date of any other Rider or Policy change,
the Insured dies,
the policy terminates.;","POLICY TO WHICH RIDER MAY BE ATTACHED =
Heritage 2022, Contender 2022, Patriot 2022, Sentinel
2022 and 10 Pay Life 2022 policies;",,"HOW IT WORKS = On each Annual Date while this Rider is in force, we will compute a Premium Discount Factor. The Premium Discount Rate is printed on the Rider Data Page and is guaranteed to never change. The Premium discount rate is also guaranteed to never change.

On each Annual Date while this Rider is in force, we will deduct an amount from the PDF Max equal to the Premium Discount Factor times the amount of due and unpaid premium on that Annual Date. We will credit the Policy an amount equal to the unpaid premium.

If the balance of the PDF Max is insufficient to cover this amount, we will instead deduct all of the remaining amount from the PDF Max and credit to the Policy an amount equal to that amount divided by the Premium Discount Factor. This Rider will then terminate and we will send the client a bill for any remaining amount due.

The difference between the amount deducted from the PDF Max and the amount credited to the Policy is gain and is taxable. We will annually send you a federal 1099- INT statement, or its replacement, showing the amount of taxable income received.;",,"The Premium Deposit Fund Max Rider (PDF Max) allows a single premium to be paid into the rider at issue to cover 3-10 years of premiums. It combines the advantages of life insurance, with the simplicity of making a single lump- sum payment. Once the lump-sum payment is submitted, Lafayette Life is able to automatically transfer the annual premium payments into the life insurance policy for your client, eliminating the need for them to pay their annual premium."
LAFAYETTE LIFE INSURANCE COMPANY,Premium Deposit Fund Rider (PDF) (ICC19 LLR-18 1901),ISSUE AGES ? 0 to 85 for standard and above rate classes.,,,,WITHDRAWALS = No partial withdrawals may be made from the Premium Deposit Fund. Only a complete withdrawal of the value from the Premium Deposit Fund is permitted;,"RIDER BALANCE = The balance at issue is equal to the amount of premium paid into the PDF. The balance is credited each time a premium is deposited into the fund and reduced each time a due and unpaid premium is removed and applied to the policy.
The balance of the Premium Deposit Fund at any given time is equal to:
The sum of all premiums paid into the Premium Deposit Fund, minus
The sum of all amounts removed from the Premium Deposit Fund and applied to the Policy, plus
Interest on both amounts above;
RIDER TERMINATION = PDF will terminate when:
The policy owner requests to terminate the rider,
The policy becomes fully paid-up due to payment of the final premium,
The policy is continued under a nonforfeiture option (extended term insurance or paid-up insurance),
Upon termination of the policy to which this rider is attached,
On the date of death of the insured.;","POLICY TO WHICH RIDER MAY BE ATTACHED =
Heritage 2022, Contender 2022, Patriot 2022, Sentinel
2022 and 10 Pay Life 2022 policies.",,"HOW IT WORKS = The account value of the PDF is credited an interest rate daily, which is declared periodically by the company. The credited interest rate may change from time to time. The credited interest rate will never be less than the Minimum Interest Crediting Rate (0.25%).

When a premium becomes due and is unpaid, the base policy and rider modal premiums are deducted from the account value of the PDF.

If the account value is not sufficient to pay the modal premium, the policy will terminate as described in the policy. The policy owner is responsible to pay the remainder of the modal premium.

Interest credited to the PDF is taxable. We will annually send you a federal 1099-INT statement, or its replacement, showing the amount of taxable income received.;",,The Premium Deposit Fund Rider (PDF) provides a fund into which money can be deposited at any time for any reason. The fund earns interest and can be used to pay future premiums for the base policy and any attached riders automatically when they become due. The premium that can be paid into the fund is subject to a maximum balance covering up to two years of annual premiums.
LAFAYETTE LIFE INSURANCE COMPANY,Option to Purchase Additional Insurance Rider (ICC18 LLR-12 1809),ISSUE AGES= 0-37;,,,,,,,"MINIMUM ISSUE LIMIT= $5,000;
MAXIMUM ISSUE LIMITS=Policy Issue Age:0?17|Maximum OPAI Insurance Amount ? Lesser of:5x Base Policy Face Amount or $150,000 ,Policy Issue Age:18?37|Maximum OPAI Insurance Amount ? Lesser of:Base Policy Face Amount or $150,000;","HOW IT WORKS=The OPAI rider provides the option to purchase, without evidence of insurability, additional Whole Life insurance policies on specified dates and events. Optional riders may also be eligible to be carried over to the new policy if currently attached on the base policy. For specific information, please contact the home office. To apply, all you have to do is fill out the one page OPAI Election form. If the client has waiver of premium or an accelerated death benefit rider on the original base policy, and is not currently disabled or receiving benefits under these riders, he or she can elect to carry that benefit over to the new policy;
REGULAR ELECTION OPTIONS= For attained ages 22, 25, 28, 31, 34, 37 and 40, the insured will be granted Regular Election Option dates on the policy anniversary;
CONTINGENT   ELECTION   OPTIONS=   For   attained
ages 43, 46 and 49, the insured will be granted Contingent Election Option dates on the policy anniversary. The qualifications are:
To qualify for the age 43 option, the minimum number of elections available of at least a $5,000 death benefit must have been issued and remain in force.
To qualify for the age 46 option, the option at age 43 must be elected and remain in force, along with the minimum number of elections also remaining in force.
To qualify for the age 49 option, the option at age 46 must be elected and remain in force, along with the minimum number of elections also remaining in force;",,"The Option to Purchase Additional Insurance (OPAI) Rider (ICC18 LLR-12 1809) provides the option to purchase, without evidence of insurability, additional insurance policies on specified dates and life events. A premium is charged for the OPAI rider and is based upon the OPAI
Insurance Amount selected at issue. The OPAI Insurance
Amount is subject to minimum and maximum limits."
Americo,Eagle Premier by Americo,40-85 Nonsmoker 40-80 Smoker,Premium mode = Monthly PAC: 0.095,$40 annual policy fee (commissionable),"Policy Loans=Policy loans at a fixed 7.4% interest rate, compounded annually, may terminate the policy if loans and interest exceed cash value; state variations apply.",Full death benefit day one,"Accelerated Benefit Payment
Rider included at no
additional cost (Series 2146)
Accidental Death Benefit
Rider included at no
additional cost (Series 2172)
Child and Grandchild Term Rider
is available for an additional cost
(Series 2194)",,"Minimum: $5,000 Maximum: $40,000","Competitive Features= ?Two instant-decision processes
available:
- eApplication1
- TeleApplication2
?Simplified issue
? Quit Smoking Advantage -
Smokers qualify for nonsmoker rates",Underwriting Class=Nonsmoker/Smoker; Male/Female,"Nonparticipating whole life insurance with premiums payable to age 100 and 
protection provided until the insured?s attained age 120. The policy will endow at 
age 120 (cash value will equal the face amount at age 120)."
Americo,Eagle Guaranteed  by Americo,50-80,Premium mode = Monthly PAC: 0.096,$40 annual policy fee (non-commissionable),"Policy Loans=Policy loans at a fixed 7.4% interest rate, compounded annually, may terminate the policy if loans and interest exceed cash value; state variations apply.","3-year graded death benefit
Year 1: return of premium plus 5%
Year 2: return of premium plus 10%
Year 3: 75% of the face amount
Year 4+: 100% of the face amount
","Accidental Death Benefit included during the graded period at
no additional cost
No optional riders available.",,"Minimum: $5,000 Maximum: $15,000","Competitive Features= Two instant-decision processes
available:
- eApplication1
- TeleApplication2
? Simple application process
? Guaranteed issue
? Guaranteed level
premiums for the life of
the policy
?Accidental Death Benefit included
during the graded period
at no additional cost",Underwriting Class=Male/Female,"Nonparticipating whole life insurance with premiums payable to age 100 and 
protection provided until the insured?s attained age 120. The policy will endow at 
age 120 (cash value will equal the face amount at age 120)."
Americo,Universal Life CBO 100 & 50  by Americo,"Minimum Issue Age: 20
30-Year: 55 Non-nicotine; 50 Nicotine 25-Year: 55 Non-nicotine; 50 Nicotine 20-Year: 60 Non-nicotine; 52 Nicotine 15-Year: 55 Non-nicotine; 47 Nicotine","CBO 100=
Monthly Premium $78.75
Cumulative Premiums $28,350 
Cash Back $28,350
CBO 50=
Monthly Premium  $61.00
Cumulative Premiums $21,960
Cash Back $10,980
Guaranteed Level Premium Options = 30, 25, 20, and 15 years
Premium Modes & Modal Factors = Monthly premiums are equal to the annual premium divided by 12","$90, Fully Commissionable","Cash Back Options= Automatically added using the Enhanced Surrender Value Benefit Rider (Series 2205).
At the end of the Cash Back Option period, depending on which product is purchased, the surrender value of the policy will be 100% or 50% of the total amount of the Cash Back Option premiums paid for the base policy, not including any premiums paid for riders.","Death Benefit= Minimum: $25,000 Maximum: $450,000 Non-medical through $450,000","The Accidental Death Benefit rider provides an additional benefit, up to age 70, if the Insured dies as a result of accidental bodily injury within 90 days of the injury.
Rider is optional and available for an additional cost.

Optional Benefits:
-Additional Insured
-Children - s Term (up to $15,000/child) -Disability Income (also on Additional Insured Rider) -Income Term Rider
-Involuntary Unemployment Waiver of Premium -Waiver of Monthly Specified Premium","-100% instant decision eApplication -Simplified Issue
-Cash Back Option at the end of the CBO period -No mortgage required
-Living Benefit Riders (Critical, Chronic, and
Terminal) included at no additional cost",Not Available,"Competitive Features= ?100% instant decision eApplication
?Simplified Issue
?Cash Back Option at the end of the CBO period
?No mortgage required
?Living Benefit Riders (Critical, Chronic, and
 Terminal) included at no additional cost","Underwriting Class=Standard Non-nicotine; Standard Nicotine; Initial premiums are Unisex. A Nonsmoker classification applies 
to anyone who has not used Nicotine products (including, but not limited to, cigarettes, cigars, pipes, 
chewing tobacco, snuff, alternative nicotine delivery devices such as nicotine chewing gum or lozenges, 
nicotine patches or e-cigarettes or any device used for the vaporization of liquid nicotine) for at least 
24 months.","CBO 100 & 50 offers guaranteed level premiums for ages 20-70 (varies by term), with face amounts between $25,000 and $450,000. The policies include living benefit riders and optional riders such as Accidental Death Benefit, Additional Insured, Children's Term, Disability Income, Income Term, Involuntary Unemployment Waiver of Premium, and Waiver of Monthly Specified Premium."
Americo,Term 125 & 100  by Americo,Minimum Issue Age: 20 30&5Year: 60 25&5Year: 65 20&5Year: 70 15&5Year: 75,"Monthly EFT: 0.095 Annual: 1.00
Guaranteed Level Premium Options = 30-, 25-, 20-, and 15-year level premiums
30-, 25-, 20-, and 15-year level premiums with
5-year guarantees","$90, Fully Commissionable",,"Death Benefit= Minimum: $25,000 Maximum: $450,000 Non-medical through $450,000
Base death benefit equals Specified Amount","An Accidental Death Benefit equal to 25% of the base death benefit will be paid if death is a result of an accident.
An additional 25% of the base death benefit will be payable if death is the direct result of an accident while riding as a fare-paying passenger on a common carrier.
*Not available on Term 100

Optional Benefits:
-Additional Insured
-Children - s Term (up to $15,000/child) -Disability Income (also on Additional Insured Rider) -Income Term Rider (Term125 only) -Involuntary Unemployment Waiver of Premium -Waiver of Premium","-100% instant decision eApplication -Simplified issue
-No mortgage required
-Living Benefit Riders (Critical, Chronic,
Terminal) included at no additional cost",Not Available,"Competitive Features= ?100% instant decision eApplication
?Simplified issue
?No mortgage required
?Living Benefit Riders (Critical, Chronic,
 Terminal) included at no additional cost
Type= Term","Underwriting Class=Standard Non-nicotine; Standard Nicotine; Initial premiums are Unisex. A Nonsmoker classification applies 
to anyone who has not used Nicotine products (including, but not limited to, cigarettes, cigars, pipes, 
chewing tobacco, snuff, alternative nicotine delivery devices such as nicotine chewing gum or lozenges, 
nicotine patches or e-cigarettes or any device used for the vaporization of liquid nicotine) for at least 
24 months.","Term 125 & 100 products, available for ages 20-60 with face amounts between $25,000 and $450,000. These policies are simplified issue with non-medical underwriting and offer living benefit riders. Available riders include Additional Insured, Children's Term, Disability Income, Income Term, and Involuntary Unemployment Waiver of Premium."
Americo,Term ADB  by Americo,Minimum Issue Age: 20 Maximum Issue Age: 60,"MonthlyEFT: 0.095 Annual: 1.00
Guaranteed Level Premium Options = 30 years for issue ages 20 - 50
20 years for issue ages 51 - 60",None,,"Death Benefit= $1,000 all cause death benefit
ADB: $100,000; $150,000; $200,000; $250,000","The Accidental Death Benefit will pay if the insured dies as a direct result of an accident (in addition to the $1,000 Term Insurance Death Benefit). A common carrier benefit will pay if the insured dies as a direct result of an accident while riding as a passenger in a common carrier (in addition to the term insurance death benefit of $1,000 and the ADB). The amount of the common carrier benefit equals the ADB Coverage

Optional Benefits:
Not available",#NAME?,Not Available,"Competitive Features= ?No medical underwriting or health questions2
?Accidental Death Benefit Rider with common
 carrier benefit
?Instant decision eApplication
?Most affordable option in the Instant Decision
 Term series
?Ideal for younger issue ages
Type= Term","Underwriting Class=Rates are the same for 
Non-nicotine and Nicotine","No medical underwriting or health questions2
Accidental Death Benefit Rider with common 
 carrier benefit
Instant decision eApplication
Most affordable option in the Instant Decision 
 Term series
Ideal for younger issue ages"
Americo,Decreasing Term Payment Protector  by Americo,15-Year: 20 - 75 20-Year: 20 - 70 25-Year: 20 - 65 30-Year: 20 - 60 ToAge70:20-50,Monthly EFT: 0.095 Annual: 1.00,"$90, Fully Commissionable",,"Death Benefit= Minimum: $25,000 Maximum: $450,000 Non-medical through $450,000
A level monthly benefit will be paid until the end of the Monthly Income Death Benefit Period, but will be no less than 24 months The beneficiary can elect a lump sum payment. Payment amount calculated based on date of birth. Once monthly benefit payments begin, a lump sum benefit is no longer available.
Guaranteed Coverage Period= 30, 25, 20, 15 years and To Age 70","An Accidental Death Benefit will pay if the insured dies as a result of an accident within 180 days of the injury. A common carrier death benefit will pay if the insured dies as a result of an accident while riding as a passenger in a common carrier. The amount of the common carrier benefit equals the amount of the accidental death benefit.
Death Benefit: $10,000 or $25,000. Rider is optional and available for an additional cost.

Optional Benefits:
-Additional Insured (not available on To Age 70 Term Period)
-Disability Income
-Involuntary Unemployment Waiver of Premium -Waiver of Premium","Competitive Features =-Death benefit paid in monthly income payments -Simplified issue - no medical exams -Protection for mortgage payments
-Income replacement solution
-Lump sum payment available",Not Available,"Competitive Features= The policy offers a death benefit paid in monthly income payments, providing ongoing financial support and protection for mortgage payments. With a simplified issue process requiring no medical exams, it serves as an effective income replacement solution. Additionally, a lump sum payment option is available, ensuring flexibility to meet various financial needs and circumstances.","Underwriting Class=Standard Non-nicotine; Standard Nicotine; Initial premiums are Unisex. A Nonsmoker classification applies to anyone who has not used Nicotine products (including, 
but not limited to, cigarettes, cigars, pipes, chewing tobacco, snuff, alternative nicotine delivery devices such as nicotine chewing gum or lozenges, nicotine patches or 
e-cigarettes or any device used for the vaporization of liquid nicotine) for at least 24 months.","Death benefit paid in monthly income payments
Simplified issue - no medical exams
Protection for mortgage payments 
Income replacement solution
Lump sum payment available"
Americo,Decreasing Whole Life Continuation 25 & 10  by Americo,15-Year: 20 - 65 20-Year: 20 - 60 25-Year: 20 - 55 30-Year: 20 - 55,Monthly EFT: 0.095 Annual: 1.00,"$90, Fully Commissionable",,"Death Benefit= Minimum: $25,000 Maximum: $450,000 Non-medical through $450,000
The death benefit is level for 15, 20, 25, or 30 years and then is reduced to 25% or 10% of the initial face amount.
Guaranteed Coverage Period=30, 25, 20, 15 years","An Accidental Death Benefit equal to 25% of the base death benefit will be paid if death is a result of an accident.
An additional 25% of the base death benefit will be payable if death is the direct result of an accident while riding as a fare-paying passenger on a common carrier.

Optional Benefits:
-Additional Insured
-Children - s Term (up to $15,000/child) -Disability Income (also on Additional Insured Rider) -Income Term Rider
-Involuntary Unemployment Waiver of Premium -Waiver of Premium","Competitive Features= -Clients are covered for life - coverage now and in the future
-Premiums never increase
-Death Benefit reduces to 25% or 10% of the
initial death benefit after initial death benefit period ends",Not Available,"Competitive Features= 
Clients are covered for life, ensuring protection both now and in the future, with premiums that never increase. While the death benefit reduces to 25% or 10% of the initial amount, this policy provides enduring coverage and financial security.","Underwriting Class=Standard Non-nicotine; Standard Nicotine; Initial premiums are Unisex. A Nonsmoker classification applies to anyone who has not used Nicotine products (including, 
but not limited to, cigarettes, cigars, pipes, chewing tobacco, snuff, alternative nicotine delivery devices such as nicotine chewing gum or lozenges, nicotine patches or 
e-cigarettes or any device used for the vaporization of liquid nicotine) for at least 24 months.","Continuation 25 & 10 provides decreasing whole life insurance for ages 20-70 (varies by term), with face amounts ranging from $25,000 to $450,000. These policies feature premiums that never increase and include an accidental death benefit. Optional riders available are Accidental Death Benefit, Additional Insured, Children's Term, Disability Income, Income Term, and Involuntary Unemployment Waiver of Premium."
